,Energy,Iterations,Dipole Moment,Eigens,Derivatives,Derivative Time,Wall Time
acrylonitrile,-169.38506055,11,1.584876,"[-13.87849828, -9.85025263, -9.84134696, -9.83128422, -0.8267661, -0.7484319, -0.60283313, -0.49668737, -0.44161157, -0.37623774, -0.35607828, -0.32397415, -0.31175277, -0.27651755]","[-0.010931, 0.010354, -5e-06, -0.005918, -0.018178, -3e-06, -0.033028, -0.008785, -6e-06, -0.001821, -0.004801, -0.0, 0.00468, 0.002284, -0.0, 0.000272, 0.005555, -1e-06, 0.047756, 0.013826, 3e-06]",-1,50.0
sodium_hydroxide,-236.80116128,12,2.552589,"[-37.70304291, -18.46371794, -2.05059882, -1.04849169, -1.04849169, -1.04643257, -0.73590793, -0.29390297, -0.14695768, -0.14695768]","[-5e-06, -1.8e-05, -0.028984, 1.7e-05, 1.7e-05, 0.008289, 0.0, -0.0, 0.022013]",-1,43.3
methylene_t,-38.76705065,10,0.246036,"[-9.84281657, -0.61017089, -0.41660832, -0.24156629, -0.21127564]","[8e-06, 0.0, 0.001165, 0.0, -0.00311, 9.3e-05, 0.0, 0.00311, 9.3e-05]",-1,22.7
carbon_monophosphide,-377.72496619,17,0.44809,"[-76.03073002, -9.88451093, -6.306188, -4.55391841, -4.55225589, -4.55225573, -0.66912946, -0.41854608, -0.2946697, -0.28105287, -0.28105286]","[5e-06, 0.0, -0.007703, -0.000313, -0.000243, 0.011568]",-1,108.7
formic_acid,-188.43490652,14,0.5580054,"[-18.6796272, -18.61399754, -9.92155747, -1.03534335, -0.94947183, -0.61184792, -0.49516706, -0.4472152, -0.42328547, -0.36791855, -0.31100185, -0.25391166]","[0.018793, -0.012088, -1e-06, 0.009194, 0.026897, -1.2e-05, -0.001772, -0.018957, -2e-06, -0.028462, 0.013702, -0.0, 0.002536, -0.008963, -0.0]",-1,60.7
aluminum_trifluoride,-539.43773238,11,5.298622e-05,"[-55.17581112, -24.09103743, -24.09100907, -24.09100678, -3.96262701, -2.59631736, -2.58935592, -2.58935572, -1.07932748, -1.06684766, -1.06683896, -0.4647551, -0.4240035, -0.42399598, -0.40465497, -0.39163237, -0.39162777, -0.38540429, -0.38539564, -0.36660045]","[0.0, 5.3e-05, 0.000382, 1.6e-05, 0.0, 0.004225, -4e-06, 0.003927, -0.002194, 1e-06, -0.003927, -0.002197]",-1,87.5
vinyl_radical,-77.18470796,14,0.3068348,"[-9.82108602, -9.79478836, -0.6963515, -0.52223531, -0.42230048, -0.38980521, -0.26789725, -0.20045921]","[0.027249, -0.001428, -7e-06, -0.030999, 0.009461, -7e-06, -0.006639, -0.002999, -1e-06, 0.004761, -0.009931, -1e-06, 0.005988, 0.005383, -1e-06]",-1,53.1
nitrous_oxide,-183.38163964,12,0.05543946,"[-18.7141423, -14.08082841, -13.95673688, -1.15592167, -1.00618925, -0.55111457, -0.52366485, -0.52366484, -0.42431432, -0.31711334, -0.31711333]","[0.0, -0.0, 0.001108, 0.0, 0.0, -0.012152, -0.0, -0.0, 0.011886]",-1,44.6
2_butyne,-154.57255883,10,9.233234e-06,"[-9.80264539, -9.8026376, -9.77681415, -9.77473213, -0.70250771, -0.66805756, -0.59591659, -0.42849406, -0.38935125, -0.38416566, -0.3841641, -0.37170364, -0.37170178, -0.22255249, -0.22255204]","[0.0, -5e-06, -0.004724, 4e-06, 1e-06, 0.004724, 0.0, -0.000485, 0.010117, 5e-06, -0.000482, -0.01012, -0.0, 0.008748, 0.002363, -0.00756, -0.004362, 0.002363, 0.00756, -0.004361, 0.002364, 0.0, 0.008748, -0.002363, 0.00756, -0.004361, -0.002363, -0.00756, -0.004362, -0.002363]",-1,56.3
hydrogen_diatomic,-1.13749609,7,2.442481e-10,"[-0.37728346]","[0.0, 0.0, 0.016073, 0.0, 0.0, -0.016073]",-1,4.5
beryllium_dihydride,-15.66058209,8,1.865415e-09,"[-3.79787822, -0.31017702, -0.2753723]","[0.0, 0.0, -0.0, 0.0, 0.0, -0.004287, 0.0, 0.0, 0.004287]",-1,10.0
beryllium_monohydride,-15.02212788,10,0.08143484,"[-3.83958278, -0.30757546, -0.16941484]","[0.0, 0.0, 0.002581, 0.0, 0.0, -0.002879]",-1,14.4
sodium_monoxide,-236.10266587,15,2.940692,"[-37.71383171, -18.53833141, -2.0606752, -1.05931394, -1.05836322, -1.05606896, -0.71598877, -0.22798201, -0.1853279, -0.17182436]","[4.1e-05, 6.5e-05, -0.002221, 4e-06, 1e-06, 0.001331]",-1,74.1
phosphino_radical,-341.2401747,11,0.2278508,"[-76.01320938, -6.28772592, -4.53935658, -4.53402641, -4.53095668, -0.57975862, -0.35117816, -0.28137585, -0.21998508]","[-0.000278, -0.000524, 0.006277, -0.0, -0.000975, -0.002368, 0.0, 0.000975, -0.002368]",-1,67.2
boron_monochloride,-483.25483738,11,0.6890183,"[-100.3722632, -9.19640058, -7.04938523, -7.04690956, -7.04690933, -6.54529335, -0.81949955, -0.47309267, -0.36329191, -0.36329188, -0.2317009]","[-0.0, -1e-06, -0.004064, 0.000334, -3.5e-05, -0.002395]",-1,46.4
ozone,-223.97934204,15,0.2489642,"[-18.90443794, -18.73103614, -18.73103497, -1.26186735, -1.01072893, -0.71170561, -0.5585177, -0.54867073, -0.54007465, -0.34686174, -0.30483231, -0.3018646]","[3e-06, -0.0, -0.033892, 4e-06, 0.017825, 0.01558, -7e-06, -0.017825, 0.01558]",-1,51.6
water,-75.91338643,10,0.7303417,"[-18.60914987, -0.92633745, -0.48778608, -0.34587117, -0.27199451]","[6e-05, 0.0, -0.011349, 2e-06, -0.010734, 0.006423, 2e-06, 0.010734, 0.006423]",-1,16.2
acetate_anion,-226.86235192,22,1.382313,"[-18.35365376, -18.35211806, -9.66939714, -9.60222995, -0.7228503, -0.64312207, -0.46159028, -0.25178277, -0.20661022, -0.19560281, -0.17901345, -0.1440461, -0.12521937, -0.02356226, -0.00510606, 0.0055712]","[-0.0, -0.000174, -0.007571, -0.0, 0.000877, -0.014237, -0.0, 0.000636, -0.000577, 0.000961, -9.7e-05, -0.000545, -0.000961, -9.7e-05, -0.000545, -2e-06, -0.024282, 0.010691, -0.0, 0.023178, 0.013007]",-1,141.6
tetrachlorosilane,-2123.61084083,12,1.785811e-05,"[-100.34427595, -100.34426907, -100.34425112, -100.34419386, -65.25119948, -9.16790406, -9.16790343, -9.16790317, -9.16790016, -7.02343225, -7.02343167, -7.02343116, -7.02343094, -7.01715024, -7.0171499, -7.01714949, -7.0171494, -7.01714899, -7.01714886, -7.01714876, -7.01714863, -5.13905868, -3.57895953, -3.57895947, -3.57895926, -0.82394308, -0.7772719, -0.77727176, -0.77727118, -0.51089272, -0.4155204, -0.41552026, -0.41551993, -0.34422639, -0.3442263, -0.33490678, -0.33490672, -0.33490655, -0.30458627, -0.30458595, -0.30458593]","[2.3e-05, -4.9e-05, 8e-06, 0.000436, 0.000874, 0.000669, -0.000558, -0.000842, 0.000674, -0.000835, 0.000887, -0.000489, 0.000531, -0.00075, -0.000534]",-1,343.7
oxygen_diatomic,-149.34157634,11,1.499921e-06,"[-18.76832389, -18.76824022, -1.2118405, -0.74698289, -0.50984419, -0.50569847, -0.50569847, -0.25497299, -0.25497298]","[7e-06, -1e-06, -0.008598, 1e-05, 2e-06, 0.008597]",-1,54.4
heptane,-273.87800535,11,0.03784794,"[-9.77765383, -9.77765313, -9.77594561, -9.77572988, -9.7756913, -9.76933181, -9.76933059, -0.73143391, -0.70310634, -0.6584188, -0.60201761, -0.54369982, -0.51386922, -0.51018534, -0.43440013, -0.40866884, -0.3899186, -0.38443567, -0.37092115, -0.35670321, -0.33206773, -0.32951442, -0.31601365, -0.29638991, -0.29601873, -0.28592383, -0.27914452, -0.2767442, -0.27032656]","[-0.0, -0.0, 0.013338, -0.0, -4.9e-05, -0.013042, 0.0, 4.8e-05, -0.013041, -0.0, -0.000199, 0.012741, 0.0, 0.000199, 0.012741, -0.0, 0.009271, -0.006903, -1e-06, -0.009271, -0.006904, -0.000528, 0.0, 7e-06, 0.000528, 0.0, 7e-06, -0.000537, -0.000109, -2.3e-05, 0.000537, -0.000109, -2.3e-05, 0.000537, 0.000109, -2.3e-05, -0.000537, 0.000109, -2.3e-05, 0.000645, 0.000322, 9.1e-05, -0.000645, 0.000322, 9.1e-05, -0.000645, -0.000322, 9.1e-05, 0.000645, -0.000322, 9.1e-05, 0.0, 0.000815, 0.00083, 0.000831, 0.000106, -0.000296, -0.000831, 0.000106, -0.000296, -0.0, -0.000815, 0.00083, -0.000831, -0.000106, -0.000296, 0.000831, -0.000106, -0.000296]",-1,171.5
methylene_s,-38.74440646,9,0.7075925,"[-9.86690467, -0.61450743, -0.37068038, -0.22035556]","[-0.0, -0.0, -0.013146, 0.0, -0.006665, 0.006248, 0.0, 0.006665, 0.006248]",-1,12.4
octane,-312.83713586,11,4.839678e-07,"[-9.77568479, -9.77567973, -9.77436969, -9.77424132, -9.77382241, -9.77381909, -9.76679057, -9.76678894, -0.73432584, -0.71249201, -0.6770302, -0.63051106, -0.57781727, -0.52988453, -0.51532398, -0.51035946, -0.43733702, -0.41694384, -0.39551624, -0.38587333, -0.37885003, -0.37124244, -0.34908308, -0.34359965, -0.31959136, -0.31399788, -0.31086497, -0.2899064, -0.28856286, -0.28256962, -0.27707714, -0.27574172, -0.27272777]","[0.000333, 0.011404, 1e-06, -0.000333, -0.011404, 0.0, -0.001424, -0.011223, -0.0, 0.001424, 0.011223, -0.0, -0.001504, 0.011002, -0.0, 0.001504, -0.011003, 0.0, -0.01203, -0.005057, -0.0, 0.01203, 0.005057, 0.0, -0.000108, -0.00366, -0.003967, -0.000108, -0.00366, 0.003967, 0.000108, 0.00366, -0.003967, 0.000108, 0.00366, 0.003967, 0.000107, 0.003618, 0.00388, 0.000107, 0.003618, -0.00388, -0.000107, -0.003618, 0.00388, -0.000107, -0.003618, -0.00388, -0.00046, -0.003089, -0.003469, -0.00046, -0.003089, 0.003469, 0.00046, 0.003089, -0.003469, 0.00046, 0.003089, 0.003469, 0.002444, -0.003231, 0.0, -0.000261, 0.002919, 0.003964, -0.000261, 0.002919, -0.003964, -0.002444, 0.003231, 0.0, 0.000261, -0.002919, 0.003964, 0.000261, -0.002919, -0.003964]",-1,221.5
beryllium_difluoride,-213.23972645,10,4.390877e-07,"[-24.08029307, -24.08028926, -3.83088722, -1.06307328, -1.05510247, -0.42656748, -0.41689756, -0.38828313, -0.38828312, -0.36642854, -0.36642853]","[1e-06, -1e-06, -1e-06, -2.7e-05, 2.3e-05, 0.019294, 1.1e-05, -5e-06, -0.019297]",-1,42.1
dilithium_oxide,-89.54568833,14,0.00020539,"[-18.4229921, -1.75041469, -1.75024336, -0.63202378, -0.1402209, -0.12361291, -0.12361291]","[-3.1e-05, 3.3e-05, 0.000155, -1e-06, -2e-06, 0.001922, -3e-06, -2e-06, -0.001941]",-1,30.0
thiophene,-550.32921773,13,0.1725225,"[-87.75452357, -9.81339468, -9.81339224, -9.79339763, -9.79304694, -7.66897599, -5.72297257, -5.71882241, -5.71710586, -0.80729559, -0.6696805, -0.6541412, -0.51029876, -0.50141267, -0.47052874, -0.36971656, -0.35554461, -0.35193601, -0.35149632, -0.31334821, -0.23591682, -0.22259549]","[-5.7e-05, 0.000609, 0.017263, -1e-06, 0.011986, 0.00463, -2e-06, -0.011987, 0.004626, -1e-06, 0.007074, -0.013158, -0.0, -0.007074, -0.013159, -0.0, -0.003789, -0.001492, -0.0, 0.003789, -0.001492, -0.0, -0.002183, 0.003285, -0.0, 0.002183, 0.003285]",-1,130.6
ketene,-151.42942552,12,0.5690276,"[-18.67555033, -9.90502601, -9.79528081, -1.03100058, -0.70758016, -0.48771591, -0.45233958, -0.44320342, -0.41447508, -0.37651108, -0.22376875]","[-6e-06, 1e-06, -0.02058, -8e-06, 1e-06, 0.012013, 4e-06, 1.3e-05, -0.001828, -0.0, -0.005206, 0.004573, -0.0, 0.005206, 0.004573]",-1,39.5
phosphorus_monofluoride,-439.34253441,12,0.2377126,"[-76.0723398, -24.13727511, -6.34004029, -4.58920212, -4.58789494, -4.58789469, -1.13532437, -0.58239214, -0.43882359, -0.43882351, -0.41704508, -0.20640227, -0.20640225]","[0.000146, 0.000138, 0.000823, 1.5e-05, 1.5e-05, -0.000243]",-1,93.8
boron_diatomic,-48.8536945,10,7.174936e-06,"[-6.53503042, -6.53435331, -0.50250311, -0.27645937, -0.22715482, -0.22715482]","[-0.0, 2e-06, 0.00653, 3e-06, 0.0, -0.00653]",-1,26.1
nitrogen_dioxide,-203.71557278,13,0.1097026,"[-18.72480457, -18.72480425, -14.10108957, -1.19567421, -1.05765774, -0.60929641, -0.53503059, -0.52778215, -0.52641722, -0.3573555, -0.34127015, -0.24183271]","[-1e-06, -0.0, -0.007444, 4e-06, 0.001824, 0.000759, -2e-05, -0.001823, 0.000759]",-1,88.7
argon_dimer,-1051.89320007,10,2.18534e-06,"[-113.80046267, -113.80045525, -10.79452258, -10.79451996, -8.44382542, -8.44378652, -8.44378343, -8.44378135, -8.4437784, -8.44377713, -0.88427755, -0.88302441, -0.38917139, -0.38353128, -0.38353126, -0.38161807, -0.38161803, -0.37637626]","[6e-06, 0.000267, -0.00047, 2e-06, -0.000626, 0.00137]",-1,67.9
sodium_diatomic,-322.92739753,12,3.303982e-06,"[-37.69930604, -37.69930488, -2.04340993, -2.04324987, -1.04180732, -1.04080403, -1.04080397, -1.04056194, -1.0405619, -1.03964804, -0.11839598]","[-0.000182, 4.5e-05, -0.001352, 1e-06, 0.00013, 0.001198]",-1,44.1
dimethylamine,-134.00463322,13,0.404177,"[-13.8502647, -9.79282741, -9.79282666, -0.8170384, -0.63158039, -0.5635191, -0.44375361, -0.39719212, -0.3949102, -0.3422502, -0.32313991, -0.32248568, -0.18873804]","[-0.006596, -0.013159, -0.0, 0.007062, 0.00578, 0.021982, 0.007063, 0.005781, -0.021982, -0.000315, 0.002557, 0.0, -0.007523, -0.003678, 0.000118, -0.007523, -0.003678, -0.000118, 0.002208, -0.001385, -0.001973, 0.002208, -0.001385, 0.001973, 0.001426, 0.004781, -0.007935, 0.001426, 0.004781, 0.007935]",-1,66.8
cyclobutene,-154.57775347,11,0.08300065,"[-9.78574189, -9.78564253, -9.78372862, -9.78304696, -0.78050402, -0.58896781, -0.57910983, -0.45752625, -0.45143671, -0.4183781, -0.34411325, -0.3221547, -0.29410946, -0.27904894, -0.22742284]","[-7e-06, 0.011232, 0.012465, 2e-06, -0.011232, 0.012465, -1e-06, 0.009406, -0.015499, 0.0, -0.009406, -0.015499, -0.0, -0.004616, -0.004738, -0.0, 0.004616, -0.004738, -0.00226, -0.002093, 0.003882, 0.00226, 0.002093, 0.003882, 0.00226, -0.002094, 0.003882, -0.00226, 0.002094, 0.003882]",-1,62.6
acetic_acid,-227.41556247,12,0.7094201,"[-18.66225536, -18.60564627, -9.92090749, -9.79944034, -1.01832244, -0.93079943, -0.69607719, -0.56235813, -0.44722728, -0.43624668, -0.4351612, -0.37359726, -0.35928235, -0.3580522, -0.29696465, -0.24747057]","[-0.004453, 0.005388, 3e-06, -0.012966, 0.004955, 1e-06, 0.010056, -0.019961, 4e-06, 0.006601, 0.009674, 3e-06, -0.001432, 5.6e-05, 0.0, 0.002133, 0.003745, 0.0, 0.001205, -0.003033, -0.003438, 0.001205, -0.003033, 0.003438]",-1,64.8
hydrogen_fluoride,-99.85200519,10,0.7078414,"[-24.08766389, -1.09645238, -0.49863237, -0.36072435, -0.3607238]","[0.0, -1e-06, 0.014376, 1.4e-05, -4.8e-05, -0.013152]",-1,15.5
phosphorus_diatomic,-680.24026222,11,1.116124e-06,"[-76.02205264, -76.02204714, -6.29639165, -6.29593079, -4.54454422, -4.54454407, -4.54434718, -4.54434705, -4.54052794, -4.5383096, -0.62423931, -0.42680986, -0.2682403, -0.26632422, -0.26632422]","[0.000617, 0.000117, -0.002961, 0.000748, 0.000205, 0.002908]",-1,66.8
sodium_fluoride,-260.76919775,15,3.05365,"[-37.71062123, -23.90046993, -2.05813226, -1.05629796, -1.0562979, -1.05520216, -0.85128755, -0.20431874, -0.19526762, -0.19526761]","[-2.4e-05, -2e-05, -0.003832, -5e-06, 1.4e-05, 0.003282]",-1,49.6
lithium_diatomic,-14.72559451,28,3.949999e-07,"[-1.84320473, -1.8427358, -0.11886671]","[-0.0, -0.0, 0.000989, -0.0, -0.0, -0.000989]",-1,22.5
difluoromethane,-237.48143714,10,0.7211294,"[-24.11075569, -24.11075501, -9.9373792, -1.15912359, -1.10081657, -0.64673977, -0.50664144, -0.50529971, -0.50467739, -0.3781605, -0.37443122, -0.36090834, -0.30270007]","[-1e-06, 0.0, 0.014528, 0.011184, -0.0, -0.006659, -0.011184, 0.0, -0.006658, 3e-06, -0.00065, 0.000486, 1e-05, 0.000648, 0.000487]",-1,50.1
propene,-116.82984463,11,0.1871543,"[-9.79120792, -9.77802813, -9.77300712, -0.71147245, -0.61651134, -0.49704275, -0.42126057, -0.3784579, -0.37277156, -0.32872847, -0.30525748, -0.23515937]","[-0.014061, 0.009697, -1e-06, 0.000817, -0.015315, -3e-06, 0.014459, 0.005227, -0.0, -0.001267, -0.005685, -0.0, 0.004154, 0.00315, -0.0, 0.000298, 0.004998, -0.0, 0.000606, -0.004406, 0.0, -0.002695, 0.001757, -0.003169, -0.002695, 0.001757, 0.003169]",-1,46.8
difluorine_monoxide,-273.03423888,16,0.1039786,"[-24.18236011, -24.18235845, -18.83076854, -1.24458963, -1.13375238, -0.8637175, -0.59188129, -0.53546579, -0.49383484, -0.4110697, -0.40847708, -0.39739692, -0.28751386]","[-6e-06, 5e-06, 0.016595, -2.2e-05, 0.001148, -0.004802, -1.1e-05, -0.001149, -0.004803]",-1,63.1
phosphorus_monoxide,-414.82619045,13,0.7172414,"[-76.06867241, -18.65167223, -6.3395279, -4.59162045, -4.58538938, -4.58375037, -0.94252571, -0.50895852, -0.37117005, -0.36621654, -0.35750587, -0.16859088]","[4e-06, -1.3e-05, 0.003789, -0.000291, 0.000394, -0.000225]",-1,98.3
tert_butyl_radical,-156.34892771,12,0.1080879,"[-9.79679083, -9.7710144, -9.77101321, -9.77100656, -0.72767892, -0.62245945, -0.62245903, -0.47763417, -0.40075445, -0.39759845, -0.39759778, -0.34422128, -0.34422022, -0.32294766, -0.30587452, -0.3058742, -0.13778973]","[-7e-06, 0.0, -0.009927, 0.017532, 0.0, 0.006777, -0.008866, 0.015183, 0.006812, -0.008865, -0.015183, 0.006813, -0.001537, -0.0, -0.005755, -0.002036, 0.004086, 0.001032, -0.002036, -0.004086, 0.001032, 0.000772, -0.001337, -0.005763, -0.00252, -0.003805, 0.001032, 0.004551, 0.000279, 0.001032, 0.000772, 0.001337, -0.005763, 0.004551, -0.000279, 0.001032, -0.00252, 0.003805, 0.001032]",-1,156.0
lithium_fluoride,-106.70805607,11,2.394374,"[-23.93410946, -1.82734371, -0.89413061, -0.24446254, -0.23384677, -0.23384677]","[3e-05, -1.5e-05, -0.004623, -1e-06, 2e-06, 0.003934]",-1,19.3
acetyl_fluoride,-251.34411297,13,1.144008,"[-24.1252498, -18.63012077, -9.95028316, -9.81310301, -1.14900718, -0.9903597, -0.70769969, -0.56510603, -0.47752056, -0.47122895, -0.44859038, -0.39488529, -0.38927121, -0.35501206, -0.34654453, -0.2772424]","[0.020276, 0.001952, -1e-06, -0.018117, 0.003937, 2e-06, -0.003951, 0.000542, 2e-06, -0.002725, -0.002214, 1e-06, 0.001152, 0.007478, 0.0, 0.001459, -0.005717, -0.008686, 0.001459, -0.005717, 0.008686]",-1,84.3
lithium_hydroxide,-82.74348435,11,1.699085,"[-18.49792998, -1.81152247, -0.76615223, -0.33379342, -0.18309604, -0.18309604]","[-1e-06, 1e-06, -0.005225, -0.0, 0.0, -0.005179, 0.0, 0.0, 0.009497]",-1,20.3
propyne,-115.60294317,10,0.3642076,"[-9.80872909, -9.79084631, -9.77220089, -0.70722386, -0.63137197, -0.47385154, -0.4068599, -0.39433938, -0.39432687, -0.24388267, -0.24388103]","[0.000292, 1e-06, -0.020113, 1.6e-05, -4e-06, 0.007785, -1.3e-05, 3e-06, 0.016728, -0.0, 0.0, -0.013186, -0.004491, 0.0, 0.00318, 0.002232, 0.003884, 0.003181, 0.002232, -0.003884, 0.003181]",-1,35.2
aluminum_monosulfide,-638.25535362,14,1.417584,"[-87.69905987, -55.17065162, -7.61498389, -5.67012413, -5.66374814, -5.66374799, -3.95408543, -2.58375261, -2.58375252, -2.58204125, -0.60875412, -0.33773959, -0.23341658, -0.23341653, -0.23255536]","[5e-06, 2.3e-05, -0.000343, 0.000266, -0.000335, 0.000764]",-1,137.6
boron_monocarbide,-62.03555381,13,0.3929243,"[-9.89748014, -6.54120395, -0.63702327, -0.33486469, -0.28385146, -0.28385146, -0.25179705]","[0.0, 0.0, -0.003662, -1e-06, -1e-06, 0.001882]",-1,35.4
boron_trichloride,-1400.97556762,12,5.751705e-05,"[-100.34437012, -100.34436183, -100.34432904, -9.16785044, -9.16783785, -9.16783493, -7.0232761, -7.02326588, -7.02326458, -7.01837357, -7.01835976, -7.01835898, -7.01594884, -7.01593712, -7.01593693, -6.57113716, -0.82345092, -0.77786869, -0.77785955, -0.48799187, -0.42286117, -0.42285585, -0.38008661, -0.321424, -0.32142351, -0.31783117, -0.31782542, -0.28799562]","[0.0, 0.0, 4.6e-05, -5.5e-05, 3.7e-05, 0.00593, -0.000204, 0.004934, -0.002514, 0.000252, -0.004921, -0.002551]",-1,147.9
ethyl_radical,-78.41316775,10,0.1771113,"[-9.7922926, -9.77820606, -0.6860947, -0.54631982, -0.40934468, -0.37425366, -0.3557493, -0.31688823, -0.16655003]","[0.003349, -0.0, -0.021863, -0.001343, -0.0, 0.020458, -0.007689, 0.0, 0.003726, 0.002372, 0.006427, 0.00327, 0.002372, -0.006427, 0.00327, -2.7e-05, -0.007881, -0.004503, -2.7e-05, 0.007881, -0.004503]",-1,51.5
magnesium_hydroxide,-274.48931302,12,0.5071906,"[-45.9805708, -18.54143133, -2.91584838, -1.73231438, -1.73231433, -1.72861855, -0.8229829, -0.40409278, -0.23293863, -0.23293863, -0.16987749]","[6e-06, 1e-06, -0.026166, 1.3e-05, 2e-06, 0.005488, 0.0, -0.0, 0.021107]",-1,80.9
hydrogen_peroxide,-150.55111941,13,0.6170572,"[-18.67145565, -18.671448, -1.03689329, -0.82938981, -0.48797866, -0.45948226, -0.39036942, -0.29418163, -0.24237886]","[0.027096, -0.007314, 0.012795, -0.027096, 0.007312, 0.012781, -0.014749, 0.020292, -0.01268, 0.014749, -0.020291, -0.012679]",-1,38.5
propane,-118.0378617,10,0.03921765,"[-9.7767933, -9.76470798, -9.76469529, -0.70584612, -0.61126627, -0.52207202, -0.41140128, -0.39158872, -0.35771535, -0.33730402, -0.29783258, -0.29617788, -0.2841874]","[1e-05, -2.6e-05, -0.016144, -3e-06, 0.007542, 0.013298, 2.1e-05, -0.007513, 0.01334, -0.003301, -1e-06, 0.002231, 0.003266, 2.9e-05, 0.002186, -0.0, -0.004139, 0.001845, 4e-06, 0.004113, 0.001819, -0.006254, 0.001118, -0.004603, 0.006259, 0.001114, -0.004594, 0.006259, -0.00111, -0.004592, -0.006257, -0.001124, -0.004587]",-1,48.2
butane,-156.99846064,11,7.60015e-07,"[-9.77424786, -9.77411036, -9.76599217, -9.76599111, -0.71965064, -0.65208245, -0.56286544, -0.5144106, -0.42333116, -0.38349454, -0.37802069, -0.36631951, -0.325465, -0.30591157, -0.29680547, -0.28387962, -0.27865869]","[-0.011138, -0.005993, 0.0, 0.002298, 0.013301, 0.0, -0.002298, -0.013301, 0.0, 0.011138, 0.005992, 0.0, 0.003033, -0.00239, -0.0, -0.003033, 0.00239, -0.0, 0.000582, 0.002764, -0.003444, 0.000582, 0.002764, 0.003444, -0.000582, -0.002764, -0.003444, -0.000582, -0.002764, 0.003444, -0.000949, -0.002757, 0.003393, -0.000949, -0.002757, -0.003393, 0.000949, 0.002757, 0.003393, 0.000949, 0.002757, -0.003393]",-1,83.9
carbon_dioxide,-187.28695737,11,1.731744e-07,"[-18.69169514, -18.69169502, -9.96394156, -1.07034101, -1.03528328, -0.50837128, -0.47827094, -0.47827093, -0.47218914, -0.34252287, -0.34252286]","[-0.0, 0.0, 0.0, -0.0, -0.0, 0.001569, -0.0, 0.0, -0.001568]",-1,56.4
magnesium_monohydride,-199.67675371,11,0.4726378,"[-45.98773108, -2.92129492, -1.73800494, -1.73800466, -1.73326608, -0.2608587, -0.14925202]","[-2.2e-05, 0.000211, 0.002769, 0.0, 0.0, -0.002815]",-1,53.0
cyclopropene,-115.57625415,11,0.1795458,"[-9.8028342, -9.80179624, -9.79401909, -0.79531176, -0.53829932, -0.50936013, -0.45772809, -0.396435, -0.31367614, -0.26759712, -0.2290453]","[-0.0, 0.0, 0.015912, 1e-06, 0.018005, -0.009153, 3e-06, -0.018006, -0.009153, 0.0, -0.008098, 0.004859, -0.0, 0.008098, 0.004859, -0.004845, 0.0, -0.003662, 0.004845, -0.0, -0.003663]",-1,40.4
cyclobutane,-155.78959027,10,4.563089e-07,"[-9.77661266, -9.77649491, -9.7764949, -9.77637735, -0.76806327, -0.58639872, -0.58639871, -0.4889503, -0.43183723, -0.4293867, -0.33802022, -0.33802021, -0.3199651, -0.27185706, -0.26987202, -0.26987202]","[-1e-06, 0.008306, 0.00455, 1e-06, -0.008307, 0.004551, -0.008306, -1e-06, -0.00455, 0.008306, 1e-06, -0.00455, 0.0, -0.002971, 0.00202, 0.0, -0.000691, -0.004077, -0.0, 0.002971, 0.00202, -0.0, 0.000691, -0.004077, 0.002971, 0.0, -0.00202, 0.000691, 0.0, 0.004077, -0.002971, -0.0, -0.00202, -0.000691, -0.0, 0.004077]",-1,70.7
silylene_s,-289.44426914,10,0.08321909,"[-65.1475733, -5.04375843, -3.49117956, -3.48041585, -3.47766774, -0.46506109, -0.29402012, -0.21569311]","[5.8e-05, 2.6e-05, -0.011874, -0.0, 0.003227, 0.005432, 0.0, -0.003223, 0.005427]",-1,31.7
aluminum_monohydride,-241.92442094,10,0.04107724,"[-55.13811613, -3.91920474, -2.55123543, -2.55123531, -2.54220707, -0.33115924, -0.18130444]","[-1e-06, 7.4e-05, 0.007353, -0.0, -0.0, -0.005328]",-1,26.1
beryllium_oxide,-89.20972489,14,2.406368,"[-18.53692654, -3.82837269, -0.76190934, -0.25540057, -0.23148477, -0.23148477]","[0.0, -1e-06, -0.005741, -7e-06, -6e-06, 0.004993]",-1,22.4

